"";"name";"ID";"agreement_start";"creditcardnr";"default";"date_of_default"
"1291";"Maria Zulauf";"648-75-9954";1999-04-02;"3701-8982-5513-3696";0;NA
"1292";"Cheree Turcotte";"131-92-7338";1999-08-04;"6887-2154-1820-6034";0;NA
"1293";"Edmond Ernser";"507-92-7418";1996-08-19;"7463-9724-8168-1199";0;NA
"1294";"Karl Halvorson";"299-19-3189";1997-09-11;"8020-8206-9673-9922";0;NA
"1295";"Rachael Kemmer";"205-54-8215";1990-08-15;"9313-2612-8094-6282";0;NA
"1296";"Jefferson Pagac";"930-83-5013";1990-10-24;"1314-9181-3037-8845";0;NA
"1297";"Mayra Goyette";"863-14-1250";1998-01-11;"6641-8597-4429-4063";0;NA
"1298";"Mervin Kunde";"273-71-1098";2003-08-03;"7844-6633-3205-2391";0;NA
"1299";"Thora Jones";"916-44-6456";2000-12-04;"2674-2306-5353-4018";0;NA
"1300";"Yuriko Thompson";"507-14-7695";2002-05-13;"8976-8029-7299-7491";0;NA
"1301";"Jocelyn Wiza";"241-52-2393";1998-07-10;"4980-3066-8618-4569";0;NA
"1302";"Crysta Gutmann";"766-28-2701";1999-09-12;"4930-6610-8241-7639";1;"2009-03-28"
"1303";"Shandra Baumbach";"494-36-1568";1992-12-10;"1846-5984-8060-1305";0;NA
"1304";"Marvis Bergnaum";"407-64-4740";1995-05-17;"7372-1874-7469-8064";0;NA
"1305";"Chae Bogisich";"452-65-5152";1995-05-05;"6126-5241-8997-3232";0;NA
"1306";"Domenic Baumbach";"694-21-2470";1999-12-27;"8703-9665-2161-7197";0;NA
"1307";"Latricia Balistreri";"477-97-4963";2000-12-05;"2873-1749-6977-6228";1;"2014-03-21"
"1308";"Luana Denesik";"963-61-1697";1996-01-06;"5244-4990-3785-6322";1;"2009-12-17"
"1309";"Ai McCullough";"965-75-1571";2001-11-26;"9681-6954-4373-8612";0;NA
"1310";"Freddie McDermott";"934-88-4111";1998-12-04;"4380-7819-1811-8999";0;NA
"1311";"Raul Homenick";"671-60-9145";2003-10-02;"6085-2373-5684-9003";0;NA
"1312";"Fidela Ferry";"951-11-1134";1999-10-17;"8084-2339-1956-1486";0;NA
"1313";"Natalya McLaughlin";"174-22-4274";1994-09-10;"9556-9624-6271-3474";0;NA
"1314";"Daniel Schowalter";"729-35-8295";1991-06-27;"4898-6786-2058-8957";0;NA
"1315";"Bess Bergnaum";"734-66-8276";1991-09-16;"6393-1903-2757-4616";1;"2018-04-28"
"1316";"Clint Gusikowski";"796-53-3230";1994-03-28;"1190-2185-2774-6415";0;NA
"1317";"Deonna Ward";"887-39-3482";1997-07-07;"3297-7305-1074-2714";0;NA
"1318";"Adolfo Haag";"252-87-1271";1990-09-21;"9214-5087-2792-1857";0;NA
"1319";"Chieko Koss";"178-28-1695";1991-05-20;"9127-6071-5069-1276";0;NA
"1320";"Alissa Sipes";"660-24-1318";1993-11-05;"5372-4985-7155-5666";0;NA
"1321";"Sandy Waelchi";"250-21-3804";1997-09-07;"5690-2516-4612-3341";0;NA
"1322";"Madonna Daniel";"219-98-4083";1993-09-22;"9217-6977-6490-6323";0;NA
"1323";"Andre Sawayn";"357-72-6802";2001-08-25;"7626-4409-4893-2439";0;NA
"1324";"Mauro Zulauf";"139-60-4264";1992-01-13;"1814-4870-1359-1518";0;NA
"1325";"Isadora Turcotte";"399-80-9689";2003-04-13;"7212-5572-4593-3176";0;NA
"1326";"Taylor Smitham";"916-10-3667";1994-01-31;"2656-4585-3737-7220";0;NA
"1327";"Erline Cronin";"696-71-7470";1996-04-23;"4851-8237-6856-8302";0;NA
"1328";"Clifford Sipes";"471-97-7155";1994-12-22;"5056-8615-2579-1573";0;NA
"1329";"Carmella Olson";"738-32-8806";1999-11-04;"5342-5326-4337-7067";0;NA
"1330";"Mauro Halvorson";"748-75-5344";1999-08-21;"3969-8093-5547-4885";0;NA
"1331";"Edison Cruickshank";"511-50-5044";1993-11-30;"5720-6910-2287-1164";1;"2020-02-03"
"1332";"Sparkle Schinner";"799-89-6320";2001-10-02;"9570-2213-9784-6852";0;NA
"1333";"Lita Bechtelar";"195-17-8288";1996-07-02;"4688-8702-5847-2673";0;NA
"1334";"Kandace Daugherty";"917-82-2652";2000-11-12;"8862-9156-3179-8833";0;NA
"1335";"Nigel Berge";"889-37-6965";1994-09-05;"2587-7488-8563-2867";0;NA
"1336";"Shawn Medhurst";"809-53-7583";1995-04-06;"4161-7023-7234-5433";1;"2016-02-13"
"1337";"Delma Denesik";"580-87-3278";1991-04-07;"3422-2218-7338-2579";1;"2008-07-01"
"1338";"Nicky Schuster";"316-69-5634";1992-10-24;"7707-3200-2710-1530";0;NA
"1339";"Dede Botsford";"766-85-8965";1993-10-07;"7396-9601-9549-9903";0;NA
"1340";"Frances Crooks";"662-11-4990";1990-04-07;"8754-4905-8845-9062";1;"2014-10-30"
"1341";"Lorene Herzog";"506-67-8238";1995-09-23;"7404-9437-5546-6205";0;NA
"1342";"Willian Sipes";"438-71-1407";2003-08-18;"3364-3303-5051-3761";0;NA
"1343";"Jerrica Emmerich";"794-59-3814";2003-05-04;"2506-4830-4779-6860";0;NA
"1344";"Santos Bartell";"436-94-8078";1990-02-06;"2479-4074-7334-8297";0;NA
"1345";"Valentine Hodkiewicz";"378-75-1054";1995-12-14;"9992-4117-9866-5937";1;"2020-02-01"
"1346";"Leland Yost";"222-98-5317";1994-10-26;"9655-3935-3344-5311";0;NA
"1347";"Dale Will";"753-93-6201";1991-11-01;"8316-1699-3645-3505";1;"2020-10-14"
"1348";"Teresita Deckow";"749-39-7798";1991-04-09;"6675-5058-3044-8470";0;NA
"1349";"Sheldon Rohan";"611-73-5423";1990-12-26;"4330-9648-6104-1922";1;"2007-02-04"
"1350";"Victor Stanton";"603-97-6252";1995-12-18;"6257-5134-8125-1280";1;"2006-09-27"
"1351";"Sanjuanita Wiza";"395-50-7323";1998-02-23;"9983-6524-6822-8827";0;NA
"1352";"Markus Tillman";"712-73-9347";1996-07-10;"9365-4527-8440-8594";0;NA
"1353";"Carey Sporer";"373-75-2476";1996-12-21;"4198-9122-5436-2802";0;NA
"1354";"Leona Reichel";"883-21-1921";2003-02-28;"3893-6708-6225-4972";0;NA
"1355";"Irwin Aufderhar";"668-77-2194";1995-02-19;"4238-9723-8725-1905";0;NA
"1356";"Fonda Mueller";"122-55-9787";1991-05-22;"2045-2737-7916-5286";0;NA
"1357";"Nelia Becker";"116-14-2857";2000-05-25;"4850-1084-3899-1745";0;NA
"1358";"Haywood Ernser";"846-46-5402";1998-11-30;"3614-1070-6692-4138";0;NA
"1359";"Jenell Will";"337-90-6903";1997-10-13;"5120-3717-8857-2231";0;NA
"1360";"Mindi Bradtke";"718-33-5285";1995-10-30;"7609-8525-4036-2730";0;NA
"1361";"Izetta Wilderman";"981-21-2413";2002-06-01;"3975-9985-5334-1845";0;NA
"1362";"Claudio Rau";"772-85-9427";2003-11-15;"6088-7499-8815-4243";0;NA
"1363";"Giovanni Halvorson";"479-83-7530";1990-08-28;"2791-7696-4398-4706";0;NA
"1364";"Lucrecia Kirlin";"815-41-9533";1991-03-17;"2164-4528-1579-5698";0;NA
"1365";"Raul Shields";"831-77-4163";1994-08-10;"2452-8492-3164-1702";0;NA
"1366";"Gene Yundt";"249-98-1989";1994-06-13;"4757-8850-1932-2285";0;NA
"1367";"Sung Murphy";"169-31-3373";1999-05-05;"5456-4060-9679-1440";1;"2015-05-15"
"1368";"Freeman Bergnaum";"565-38-4930";1990-11-18;"2713-6117-8054-6011";0;NA
"1369";"Walter Gleason";"643-70-5187";1998-02-04;"8629-4607-4053-2699";0;NA
"1370";"Alita Mraz";"863-56-1933";1992-06-06;"7166-1602-2326-4836";1;"2012-08-08"
"1371";"Myron Fisher";"653-72-7230";1993-01-18;"2846-3280-1033-5984";1;"2019-10-16"
"1372";"Juliana Reilly";"940-95-3877";2003-11-30;"1130-1937-8601-3911";0;NA
"1373";"Chin Gutkowski";"865-13-3753";1999-07-03;"7719-3590-4772-2968";0;NA
"1374";"Bud Conroy";"845-81-3496";1998-07-19;"5425-4685-8421-8129";0;NA
"1375";"Shaunna Schroeder";"644-74-6219";1995-11-11;"2009-7090-1312-6212";0;NA
"1376";"Lorenzo Mosciski";"156-76-9600";1999-04-21;"4702-3435-5775-1530";0;NA
"1377";"Kandy Hamill";"152-71-4978";1995-06-19;"8851-1079-1888-4404";0;NA
"1378";"Sebrina Schiller";"410-30-6907";1998-03-08;"5730-6179-7215-4610";0;NA
"1379";"Maurine Hand";"430-52-2876";1997-09-10;"2825-6919-2990-2174";0;NA
"1380";"Tracy Eichmann";"648-40-8855";1998-11-15;"3649-2940-8414-8955";0;NA
"1381";"Charolette Lubowitz";"441-60-2426";2001-11-18;"3603-3255-4869-1445";0;NA
"1382";"Maynard Weimann";"325-50-5557";1991-05-08;"9159-8380-8775-3475";0;NA
"1383";"Madlyn Goldner";"648-93-4333";2003-09-05;"8911-3460-9636-5055";0;NA
"1384";"Augustine Wolf";"519-59-7531";1995-04-02;"9107-7656-6640-8623";0;NA
"1385";"Maryland Mueller";"935-16-5762";1991-01-11;"6391-4512-2964-5744";1;"2013-06-04"
"1386";"Domenic Terry";"301-19-4494";1998-02-17;"4804-6470-9634-4895";0;NA
"1387";"Noble Stracke";"886-21-7306";1992-12-26;"4785-8920-3118-6365";0;NA
"1388";"Rudolph Schuster";"794-20-2832";2003-10-19;"7921-6951-4886-2533";0;NA
"1389";"Emerson Harber";"777-38-1801";1994-11-05;"8019-6072-9992-7722";0;NA
"1390";"Freddy Osinski";"975-33-8521";2000-07-02;"1743-5967-6193-9924";1;"2004-06-25"
"1391";"Ezra Stracke";"109-39-3499";1994-06-06;"6756-4113-5395-9131";0;NA
"1392";"Jodee Will";"432-38-8430";1993-04-17;"1014-1741-6972-8230";0;NA
"1393";"Robby Green";"930-52-3142";1996-02-10;"5878-9130-3838-9206";0;NA
"1394";"Scott Eichmann";"715-79-4712";2001-09-22;"8809-9900-5407-7834";0;NA
"1395";"Madeline Abernathy";"217-49-1208";1990-02-11;"1576-6858-8740-3098";1;"2004-02-13"
"1396";"Gail Aimonetti";"717-75-9783";1990-03-25;"4322-4709-8987-5268";0;NA
"1397";"Bella Dibbert";"613-26-9380";1997-05-09;"5379-2418-7651-9806";1;"2020-01-23"
"1398";"Karmen Stoltenberg";"357-30-9352";1992-02-29;"1294-3639-5324-2852";0;NA
"1399";"Rena Schneider";"724-79-6398";2002-09-07;"5841-4649-7234-8845";0;NA
"1400";"Leeanna Dibbert";"459-22-7713";1999-01-24;"8203-1351-6916-7485";1;"2013-12-22"
"1401";"Caleb Jewess";"263-56-7380";2000-12-27;"6623-3520-4873-7685";0;NA
"1402";"Renato Wyman";"522-83-2702";2002-02-24;"4680-4579-4526-7101";0;NA
"1403";"Hattie Shields";"505-12-5229";1991-12-04;"2687-3475-8704-4836";0;NA
"1404";"Elva Stark";"486-35-6614";1997-04-17;"7547-8875-8308-9813";0;NA
"1405";"Ethan Conroy";"748-64-6584";2000-09-06;"9119-2258-5523-5311";1;"2016-07-31"
"1406";"Chantel Botsford";"541-31-4142";2000-12-24;"1932-3523-6465-8392";0;NA
"1407";"Kim Lang";"587-68-6945";1994-06-14;"4151-9665-7960-7584";0;NA
"1408";"Antoine Grant";"194-77-2989";1994-05-16;"1736-4340-7303-6559";0;NA
"1409";"Narcisa Schmitt";"448-37-2501";1997-04-16;"2991-5714-9492-5921";0;NA
"1410";"Casey Sanford";"297-60-1427";2003-09-21;"9540-6614-3427-5383";0;NA
"1411";"Spencer Weber";"383-14-7354";1996-12-09;"2486-8515-2653-3074";0;NA
"1412";"Sharonda Morar";"393-86-5710";2001-08-15;"1707-3079-1903-7627";0;NA
"1413";"Angelia Schroeder";"229-96-5795";1997-01-05;"1332-2110-2641-5439";0;NA
"1414";"Theo Greenfelder";"699-64-1292";2003-02-26;"3854-9013-9478-8758";1;"2008-07-17"
"1415";"Connie Hand";"537-90-5335";2000-07-07;"3814-1208-1113-7281";0;NA
"1416";"Meryl Berge";"930-83-8974";1995-01-11;"2033-1099-3245-5467";1;"2007-03-10"
"1417";"Eldridge Dicki";"568-26-9093";1990-07-26;"6218-2046-6882-3739";0;NA
"1418";"Klara Lindgren";"949-50-7540";1992-10-15;"4085-6674-1886-3456";0;NA
"1419";"Ludie Padberg";"186-51-8939";2003-02-16;"5985-6673-9010-1791";1;"2010-05-24"
"1420";"Matthew Zulauf";"276-84-9107";1990-04-08;"7204-5565-9686-3347";0;NA
"1421";"Arlen Feeney";"966-99-6074";2003-08-30;"5498-7056-8249-9062";0;NA
"1422";"Felipe Oberbrunner";"709-81-6341";1990-03-31;"7976-7595-7336-8750";0;NA
"1423";"Lon Jaskolski";"287-84-3270";1997-01-26;"4238-5915-4558-6874";1;"2021-06-08"
"1424";"Richard Ratke";"747-30-5087";1999-08-13;"7740-2709-2726-1767";0;NA
"1425";"Tyler Wiza";"889-49-4975";2003-06-09;"9897-2874-4017-3732";1;"2022-09-21"
"1426";"Tama Watsica";"169-57-8670";2003-06-18;"2933-4235-8727-9761";0;NA
"1427";"Noemi Von";"977-64-8138";2000-07-27;"1182-8519-8968-4355";0;NA
"1428";"Elaina Pfeffer";"482-25-9432";1999-04-18;"6743-4002-8990-5869";0;NA
"1429";"Micah Schuppe";"388-49-8544";1996-09-09;"8733-8867-2527-9933";0;NA
"1430";"Danilo Botsford";"580-90-1806";1993-04-03;"1116-9774-4173-7761";0;NA
"1431";"Fairy Gutkowski";"957-25-5007";1998-02-24;"8692-8893-1895-7851";1;"2005-08-12"
"1432";"Blaine Zboncak";"624-30-2902";1994-06-29;"8489-3278-5226-7395";0;NA
"1433";"Guadalupe Lueilwitz";"280-49-7731";2000-03-03;"1476-3545-2943-9107";1;"2021-12-23"
"1434";"Martha Keebler";"319-12-5799";1994-07-18;"9698-1854-7414-7392";0;NA
"1435";"Anne Pacocha";"218-94-8757";2000-06-19;"3313-5267-6790-2132";0;NA
"1436";"Stevie Rice";"685-42-3891";1990-09-04;"1510-6789-4078-2056";0;NA
"1437";"Keeley Davis";"423-36-6241";1997-08-01;"4631-2046-2979-5799";1;"2020-07-02"
"1438";"Zoila Bartoletti";"965-18-1431";1997-07-11;"3660-6277-7805-4175";0;NA
"1439";"Pedro Rice";"421-37-2142";1999-06-08;"8071-4991-9840-9499";1;"2010-08-09"
"1440";"Renata Gislason";"375-12-9656";1990-09-30;"3656-3855-6647-6354";0;NA
"1441";"Elenora Christiansen";"543-28-9583";1996-10-06;"1725-2623-5673-8539";0;NA
"1442";"Norris Bashirian";"764-52-8113";1997-08-08;"6465-9278-1213-1598";1;"2011-09-03"
"1443";"Bennett Swift";"238-82-9517";1997-08-11;"6859-7592-8476-6811";0;NA
"1444";"Dominique Zulauf";"469-82-4881";1990-01-09;"1273-7371-1528-6411";0;NA
"1445";"Winnie Bartoletti";"275-51-8076";2001-01-16;"9253-5158-6846-4809";0;NA
"1446";"Verna Vandervort";"509-12-7832";1992-04-29;"4597-3147-7639-9231";1;"2014-09-19"
"1447";"Ione Mills";"175-36-4170";1991-11-29;"4141-2015-6341-7750";0;NA
"1448";"Deidra Adams";"595-61-1704";1995-07-12;"4484-1884-2158-4530";0;NA
"1449";"Cleo Hoppe";"940-13-3956";1991-11-15;"8206-4023-3171-8203";0;NA
"1450";"Collene Pfannerstill";"559-42-2688";2001-09-23;"6644-2365-9515-5186";1;"2010-05-15"
"1451";"Norbert Durgan";"689-67-2340";1998-03-12;"8218-9490-8587-7447";0;NA
"1452";"Amelia DuBuque";"151-35-6019";1999-07-30;"7884-2192-9716-8150";0;NA
"1453";"Nichol White";"789-40-4879";1994-04-09;"1463-6590-5214-2104";0;NA
"1454";"Tuan Kulas";"674-57-8214";2001-08-16;"4712-2535-8419-3747";0;NA
"1455";"Wilber Paucek";"689-45-4311";1990-04-02;"4939-4344-9261-6969";0;NA
"1456";"Shavon Braun";"833-89-5330";1995-07-23;"8247-6594-5792-8678";0;NA
"1457";"Toshia Champlin";"590-84-1538";1999-10-29;"9513-6035-8496-2241";0;NA
"1458";"Romona Goyette";"603-23-8156";1991-01-26;"5441-1428-2473-5040";1;"2007-11-17"
"1459";"Starr Leannon";"527-91-6094";2000-12-25;"4354-5343-1586-5320";1;"2015-09-30"
"1460";"Candi Crist";"998-76-6954";2003-10-07;"9071-7451-2109-6492";0;NA
"1461";"Luana Lebsack";"592-51-6019";2001-08-27;"1893-2561-7681-8680";0;NA
"1462";"Adolfo McGlynn";"634-76-1788";1990-08-29;"2399-6455-9801-1182";0;NA
"1463";"Jamison Schaefer";"510-19-4881";1998-09-09;"4135-1094-7113-1074";0;NA
"1464";"Mikki Gottlieb";"594-86-6746";1992-09-21;"1881-8056-3502-5508";1;"2017-03-23"
"1465";"Brain Auer";"167-35-6476";1991-05-15;"2965-4305-6834-5248";0;NA
"1466";"Johnnie Anderson";"500-35-8421";2002-10-18;"2459-6107-2790-1824";0;NA
"1467";"Jerome Renner";"764-68-1349";1994-02-16;"9601-7943-8112-9793";0;NA
"1468";"Clorinda Lakin";"603-49-2867";1996-08-14;"8350-4762-6087-4952";0;NA
"1469";"Britany Huels";"869-92-5344";1995-05-29;"3655-7417-6712-9968";0;NA
"1470";"Chantal Jerde";"969-36-8392";1995-06-21;"8871-4365-5710-5501";0;NA
"1471";"Antonio Emard";"299-64-7603";1993-07-17;"9069-8189-6789-4497";0;NA
"1472";"Patrica Tremblay";"683-27-7775";1994-03-01;"1070-4070-4921-7068";0;NA
"1473";"Glynda Wisoky";"400-52-2985";1998-05-24;"5837-3471-8347-5258";0;NA
"1474";"Columbus Bauch";"138-29-6506";1992-03-02;"6815-8093-1892-3153";0;NA
"1475";"Chauncey Wiza";"865-70-9423";1995-01-24;"5102-9611-3327-5624";1;"2023-06-21"
"1476";"Bo Leffler";"435-66-5395";2003-02-09;"3489-8849-1473-6603";0;NA
"1477";"Diane Brakus";"265-98-9054";2002-10-21;"4084-6367-5282-5557";0;NA
"1478";"Verline Aufderhar";"878-16-4604";1998-03-11;"9827-1499-5056-5296";0;NA
"1479";"Catherina McLaughlin";"641-79-6820";1996-04-25;"4259-9877-7694-5086";0;NA
"1480";"Maida Brown";"746-56-8435";1996-12-12;"1328-2125-7699-6282";0;NA
"1481";"Andre Harris";"808-55-3712";1999-09-28;"2478-7808-1563-4596";0;NA
"1482";"Eneida Sauer";"316-68-7410";1996-03-22;"9682-7355-4660-4621";1;"2018-01-15"
"1483";"Ericka Kshlerin";"446-85-6151";1998-09-19;"6102-6183-2064-8788";1;"2023-02-08"
"1484";"Grant Donnelly";"103-82-4044";2003-10-23;"1955-7531-2806-3427";0;NA
"1485";"Hilda Pollich";"211-37-7084";1998-07-25;"1643-6883-7772-9775";1;"2017-11-07"
"1486";"Harris Grant";"928-22-8430";1992-01-22;"5225-2807-7340-7705";0;NA
"1487";"Eva Emard";"779-17-6006";1999-09-18;"6942-7764-1460-6011";0;NA
"1488";"Devona Bosco";"155-97-2088";1997-03-15;"4303-2883-8732-6668";0;NA
"1489";"Alyson Hirthe";"823-52-1857";2003-12-06;"4559-3107-2275-3984";0;NA
"1490";"Abel Beer";"546-39-3470";1992-10-28;"7665-3035-2565-9205";1;"2022-09-22"
"1491";"Matt Becker";"251-13-6487";1993-01-24;"2590-5422-5232-5100";0;NA
"1492";"Cherish Miller";"590-15-7815";2002-08-16;"4022-9217-6246-1328";0;NA
"1493";"Santos Larson";"149-47-3903";1991-07-10;"5430-1560-7671-9483";0;NA
"1494";"Armando Sanford";"788-56-2018";1996-10-14;"6240-7921-8244-3671";0;NA
"1495";"Andres Leffler";"283-86-6500";2000-06-11;"1754-1402-7374-6055";1;"2023-08-02"
"1496";"Joel Roberts";"645-34-5483";1998-08-29;"1083-5897-2888-6585";0;NA
"1497";"Lane Haag";"420-73-8473";1995-04-26;"5618-8079-7898-4703";0;NA
"1498";"Allen Cartwright";"861-41-4635";2000-03-04;"1737-9406-5245-8158";0;NA
"1499";"Lorie Rau";"183-91-7961";1994-01-13;"1613-7135-1528-4074";0;NA
"1500";"Anitra Aufderhar";"621-60-5180";1998-08-09;"4662-1837-5622-1859";1;"2019-08-26"
"1501";"Geraldo Hermiston";"187-49-1984";2001-11-11;"2129-4464-9256-3799";0;NA
"1502";"Sonny Carroll";"226-17-5306";2002-08-19;"2005-9750-7246-8330";0;NA
"1503";"Basil Schultz";"605-92-6572";1999-07-31;"4167-7595-4290-4457";0;NA
"1504";"Melany Schimmel";"568-18-7728";1995-02-06;"5612-2684-1407-4112";1;"2008-06-08"
"1505";"Sean Schowalter";"405-10-1597";2003-06-26;"5663-3197-9247-7220";0;NA
"1506";"Lauren Howell";"476-19-1831";1990-06-01;"1365-2171-5628-9347";0;NA
"1507";"Sheri Grimes";"119-62-3294";2001-10-03;"2365-2565-5108-9973";0;NA
"1508";"Albert Lubowitz";"721-26-4172";1994-09-29;"2672-1428-2342-1161";0;NA
"1509";"Randal Dare";"356-99-1494";1992-09-03;"9089-9697-9092-5746";0;NA
"1510";"Michal Dicki";"730-76-6007";1995-01-09;"6177-5009-1387-1551";0;NA
"1511";"Mac Block";"447-75-8870";1994-11-04;"6378-2344-5558-8605";0;NA
"1512";"Herschel Rutherford";"494-58-2402";1998-08-25;"4480-5768-3529-3000";0;NA
"1513";"Glennie Walter";"173-51-6606";1998-11-29;"7259-3892-3090-2560";0;NA
"1514";"Kory Doyle";"597-50-1376";1997-05-29;"3424-1595-3850-1471";0;NA
"1515";"Williams Kuhic";"127-52-9298";1993-06-24;"8896-4000-3961-9960";1;"2017-06-17"
"1516";"Gilberto Boyle";"564-31-9045";2000-04-03;"9933-2898-5667-9609";0;NA
"1517";"Bambi O'Kon";"534-55-7728";1994-10-10;"5049-5845-3240-4352";0;NA
"1518";"Jerrica Lynch";"819-74-7864";1999-05-29;"4787-9918-1025-1027";0;NA
"1519";"Kurt Ondricka";"613-53-1969";1991-05-24;"4343-3393-8514-7628";0;NA
"1520";"Pattie Wyman";"995-92-5101";2001-03-02;"9576-3074-6013-1950";0;NA
"1521";"Patti Corwin";"825-94-6922";1997-09-25;"3482-4979-6218-4589";0;NA
"1522";"Rudolph Pfeffer";"287-37-6166";2002-09-10;"9869-9705-4272-3584";0;NA
"1523";"Kerrie Barton";"132-67-9312";1994-03-06;"5804-3998-6770-7885";0;NA
"1524";"Ciera McGlynn";"838-59-9563";1997-05-15;"6749-4724-5089-2940";0;NA
"1525";"Kevin Connelly";"430-65-7104";1990-10-26;"9625-2540-4807-9684";0;NA
"1526";"Collin Kertzmann";"325-43-7962";1992-09-29;"2447-7326-9609-5343";0;NA
"1527";"Petronila Barton";"317-30-8069";1995-02-18;"1283-8040-1442-2249";0;NA
"1528";"Adolfo Marquardt";"955-51-5787";1992-09-30;"4322-4292-1036-7268";0;NA
"1529";"Elias Larkin";"545-67-6660";1998-07-30;"4214-5063-2153-6402";0;NA
"1530";"Ariel Kling";"239-45-2246";1999-02-22;"5157-1924-9991-5308";0;NA
"1531";"Donnie Wolf";"591-11-5934";1991-06-15;"7797-9327-8928-8865";0;NA
"1532";"Evelyne Bosco";"886-36-5234";1993-06-17;"6822-9691-8831-8176";0;NA
"1533";"Travis Kunde";"151-11-6732";1999-06-06;"6735-7819-3100-9883";0;NA
"1534";"Eloise Brekke";"339-88-3862";1998-05-15;"1836-2330-3699-2375";0;NA
"1535";"Ira Steuber";"752-92-5561";1992-05-21;"6316-8500-3009-5230";0;NA
"1536";"Hershel Bechtelar";"418-42-5039";1998-10-26;"4504-2496-1012-3096";0;NA
"1537";"Sung Homenick";"162-93-2875";2000-02-04;"6471-2241-5224-5262";0;NA
"1538";"Shaun Kunze";"931-87-4546";2000-06-08;"5243-4113-1126-1095";0;NA
"1539";"Qiana Huel";"228-85-6093";2003-10-28;"7042-4436-2580-8417";0;NA
"1540";"Jacalyn Jones";"998-45-8872";1998-09-23;"3954-3998-2084-9950";0;NA
"1541";"Chad Feeney";"983-14-8293";1997-07-05;"5597-1506-6069-8656";0;NA
"1542";"Cedric McGlynn";"589-17-8516";2000-08-20;"4060-3970-7357-2934";0;NA
"1543";"Osvaldo Metz";"215-60-5474";2002-09-19;"8621-1038-1955-8028";0;NA
"1544";"Bud Considine";"528-98-7404";1999-02-17;"3746-2445-8444-3880";0;NA
"1545";"Sha Kemmer";"706-54-6803";2002-09-26;"9868-8216-7709-5167";0;NA
"1546";"Stefany Rau";"859-44-7743";1996-04-14;"6849-3643-1110-7023";1;"2011-08-04"
"1547";"Dagny Jaskolski";"785-55-3415";1999-01-18;"5542-5317-7626-9769";1;"2016-02-18"
"1548";"Lashonda Klocko";"720-51-2321";2000-03-12;"2360-9476-6972-2888";0;NA
"1549";"Anthony Borer";"750-32-4568";2001-03-22;"6709-7052-5950-8538";0;NA
"1550";"Dawn Kris";"413-98-5847";1995-03-18;"2158-3921-1010-2595";0;NA
"1551";"Kristal Koepp";"781-78-7790";2002-09-25;"6887-7038-1571-9459";1;"2018-02-20"
"1552";"Tracie Maggio";"748-42-9078";1990-03-04;"7845-6094-4805-4968";1;"2005-09-16"
"1553";"Margarito Okuneva";"323-80-3229";1992-02-06;"3854-7620-3165-3763";1;"2004-02-26"
"1554";"Shirley Ondricka";"531-59-1770";1996-09-07;"7057-6184-4706-5874";0;NA
"1555";"Galina Botsford";"699-51-9093";1994-11-03;"8036-2540-2623-6875";0;NA
"1556";"Cristen Cole";"528-95-1369";1994-02-18;"5830-8607-8022-2553";1;"2011-04-22"
"1557";"Donny Russel";"760-48-3091";2001-06-19;"1080-5192-7188-8656";0;NA
"1558";"Shanel O'Keefe";"969-79-3172";1997-07-22;"2536-1871-4021-9161";0;NA
"1559";"Franklyn Hirthe";"982-61-8325";1999-05-27;"3417-7509-7948-9076";0;NA
"1560";"Claudio Roob";"270-83-3723";1991-12-25;"3385-8005-4938-4813";0;NA
"1561";"Len Schmitt";"120-51-3381";1997-08-23;"4689-7262-5088-4632";0;NA
"1562";"Eleni Lebsack";"233-85-9877";1993-04-14;"7707-5608-2456-7659";0;NA
"1563";"Cierra Tremblay";"522-62-2516";2000-04-27;"9435-2936-3883-2229";0;NA
"1564";"Antonio Collier";"960-66-8778";1995-07-19;"4387-8936-5161-5344";0;NA
"1565";"Graciela Pagac";"268-16-7276";2001-08-31;"7226-3725-1263-8471";0;NA
"1566";"Toney Howe";"920-65-7834";2001-02-08;"5975-7436-9975-1172";0;NA
"1567";"Wayne Casper";"491-42-2804";2001-01-07;"7884-3470-1927-8833";1;"2016-05-23"
"1568";"Brian Wiegand";"694-45-6725";2000-02-06;"6684-5474-8384-2864";0;NA
"1569";"Aaron Orn";"795-27-4360";2000-07-18;"2534-4312-9759-4514";0;NA
"1570";"Wanetta Jast";"229-16-2580";1996-11-11;"6802-7703-4094-8669";0;NA
"1571";"Cecila McGlynn";"548-55-7832";1992-05-31;"5584-9708-8561-9944";0;NA
"1572";"Henry Kling";"668-44-2409";2002-10-30;"9158-4238-2760-9106";0;NA
"1573";"Elizbeth Dietrich";"484-21-8990";1994-07-31;"8761-2526-1264-7565";0;NA
"1574";"Ervin Jewess";"366-83-7710";1992-02-05;"4639-7559-5992-9732";0;NA
"1575";"Roberto Hirthe";"836-91-1604";1999-08-23;"2327-3924-2944-2920";0;NA
"1576";"Yessenia Abernathy";"554-78-3728";1993-12-21;"6295-9129-2806-4681";0;NA
