"";"ID";"value_mortgage";"value_nonmortgage"
"4093";"288-22-2689";0;9824
"4094";"614-85-5877";0;9002
"4095";"568-45-5496";0;3901
"4096";"375-22-9039";0;2320
"4097";"639-86-2104";0;9987
"4098";"661-47-6346";0;9067
"4099";"804-17-8749";0;14701
"4100";"133-83-3024";0;12332
"4101";"152-65-8399";615716;13152
"4102";"174-50-2927";391215;2301
"4103";"502-14-6492";0;14393
"4104";"550-84-9513";0;1910
"4105";"710-83-5486";262874;15099
"4106";"599-59-6839";0;4210
"4107";"935-88-6389";384090;8753
"4108";"153-20-7801";0;8534
"4109";"929-16-4811";0;6183
"4110";"706-50-7077";0;3424
"4111";"174-89-8024";0;17426
"4112";"103-98-4426";0;1072
"4113";"793-64-4647";0;6729
"4114";"305-36-2831";559660;28770
"4115";"131-29-4476";0;40992
"4116";"449-98-7489";0;1734
"4117";"731-10-5309";0;6430
"4118";"534-39-3921";517404;2499
"4119";"381-59-8140";0;7936
"4120";"756-80-4799";0;24151
"4121";"399-33-9128";0;17053
"4122";"924-81-2164";0;17272
"4123";"351-52-1040";0;5106
"4124";"895-64-2713";0;12319
"4125";"482-54-2149";255353;8519
"4126";"178-53-6656";0;13853
"4127";"764-43-5208";0;27831
"4128";"361-57-9891";0;13309
"4129";"698-34-2588";0;8411
"4130";"417-77-5088";0;21732
"4131";"287-38-1219";0;14073
"4132";"148-49-6396";0;15804
"4133";"962-45-7208";0;6784
"4134";"284-84-2432";0;15620
"4135";"534-67-1468";359065;24511
"4136";"621-46-2679";0;208
"4137";"141-21-7690";0;3632
"4138";"857-87-4962";342048;13748
"4139";"171-64-8410";0;4664
"4140";"408-44-5029";0;5109
"4141";"791-11-5176";410939;9037
"4142";"834-63-4951";501945;22857
"4143";"637-10-2444";0;17295
"4144";"317-82-2499";0;7416
"4145";"281-41-4033";0;2920
"4146";"646-15-8398";0;4291
"4147";"385-24-6232";0;5695
"4148";"435-46-9123";0;10332
"4149";"277-14-9465";0;2206
"4150";"746-19-4047";0;3953
"4151";"343-52-6259";486716;5139
"4152";"962-91-4042";0;23001
"4153";"454-46-9461";838473;5516
"4154";"244-54-9383";0;13770
"4155";"959-42-2569";387602;4435
"4156";"851-77-4475";0;2935
"4157";"590-88-3313";740334;11572
"4158";"192-94-8210";0;12402
"4159";"222-24-6047";0;8234
"4160";"264-24-7333";0;4664
"4161";"249-24-8403";0;11097
"4162";"561-82-6477";0;6834
"4163";"669-91-9521";0;30387
"4164";"218-69-1985";0;7646
"4165";"514-51-9936";641364;12528
"4166";"540-27-7687";519410;19632
"4167";"606-73-9835";0;17726
"4168";"952-34-8599";354579;18966
"4169";"692-63-3403";0;14676
"4170";"128-68-4429";382081;14777
"4171";"602-55-2524";364376;16789
"4172";"736-16-5092";0;12335
"4173";"365-24-3372";494470;8033
"4174";"335-50-1378";416218;24959
"4175";"593-41-9302";0;28098
"4176";"272-19-4875";0;4803
"4177";"841-28-1553";0;13939
"4178";"878-61-2252";0;9815
"4179";"431-46-9776";340210;7155
"4180";"932-76-6540";0;9475
"4181";"301-51-4247";660944;16857
"4182";"827-99-4089";0;14460
"4183";"988-95-5188";0;16045
"4184";"869-16-8051";0;13813
"4185";"758-50-5757";0;3606
"4186";"442-56-1416";238595;16531
"4187";"715-75-1681";603305;9193
"4188";"374-82-9036";441428;20353
"4189";"992-57-1538";0;6080
"4190";"707-20-6842";0;13719
"4191";"579-45-9341";0;9722
"4192";"563-62-9196";670752;14568
"4193";"949-89-3338";0;30924
"4194";"285-31-1717";0;11669
"4195";"546-27-3159";281583;8569
"4196";"152-67-8086";0;4723
"4197";"824-80-9452";528989;4065
"4198";"113-96-5034";0;3111
"4199";"812-44-3348";381129;14387
"4200";"831-30-1263";0;481
"4201";"191-74-7653";296832;12167
"4202";"723-94-6391";0;1879
"4203";"300-47-5007";0;7094
"4204";"827-69-9301";0;11005
"4205";"825-42-1603";900538;12277
"4206";"697-47-9737";1044995;17802
"4207";"681-51-3657";0;28465
"4208";"302-57-9163";0;41200
"4209";"825-84-1214";299084;13477
"4210";"772-30-8816";0;15729
"4211";"833-53-5946";0;4328
"4212";"698-72-4024";0;19456
"4213";"233-88-4429";0;10000
"4214";"471-20-4852";0;5781
"4215";"801-90-3277";0;5152
"4216";"721-80-9634";0;5326
"4217";"985-35-9738";0;7841
"4218";"170-63-9115";0;6408
"4219";"574-79-6845";0;20737
"4220";"246-44-1039";0;35361
"4221";"246-52-9914";250725;15218
"4222";"336-78-5684";0;5975
"4223";"775-79-4270";0;7070
"4224";"152-32-8039";1003859;11230
"4225";"387-66-4818";482304;19075
"4226";"900-12-5348";0;20330
"4227";"151-15-5140";677400;3004
"4228";"474-98-6663";663275;23331
"4229";"317-49-7993";0;11981
"4230";"117-94-6700";0;5156
"4231";"144-86-1536";297119;6798
"4232";"405-80-4187";0;5910
"4233";"594-41-8970";424697;7213
"4234";"129-94-1356";0;10308
"4235";"750-46-2246";0;12081
"4236";"203-33-6693";0;11977
"4237";"651-82-2662";0;21379
"4238";"964-26-8512";375266;3418
"4239";"345-72-3857";560710;5405
"4240";"849-88-7440";0;541
"4241";"991-78-6099";428525;2714
"4242";"347-36-3405";735408;17197
"4243";"896-69-1228";0;3795
"4244";"332-74-5926";301830;9158
"4245";"993-82-5821";0;8240
"4246";"476-84-6611";485378;11062
"4247";"170-77-6326";621508;8723
"4248";"956-79-7295";444353;7065
"4249";"126-90-8055";0;6369
"4250";"878-87-2447";0;13208
"4251";"452-10-3928";0;9008
"4252";"375-68-3266";0;4731
"4253";"125-71-9453";427999;14026
"4254";"667-86-8465";323199;7221
"4255";"834-87-7905";0;10844
"4256";"988-13-7551";0;7380
"4257";"484-90-1541";0;13799
"4258";"726-55-2299";0;6039
"4259";"620-12-8608";0;2960
"4260";"775-61-1156";0;8315
"4261";"733-91-4845";0;6378
"4262";"236-55-9439";0;10664
"4263";"492-57-7507";203728;4668
"4264";"754-67-4983";0;8322
"4265";"598-95-6995";0;8580
"4266";"758-76-3521";0;8913
"4267";"971-65-7858";0;9120
"4268";"934-28-3066";0;2016
"4269";"598-19-8260";0;12560
"4270";"900-45-7971";0;13608
"4271";"542-70-1154";1331996;4214
"4272";"799-79-5419";0;2818
"4273";"884-66-9408";0;4384
"4274";"736-18-1009";446837;12524
"4275";"103-85-1806";0;17976
"4276";"849-77-7206";0;2150
"4277";"589-93-9534";0;25608
"4278";"806-82-9133";650474;6920
"4279";"409-32-3174";0;10092
"4280";"180-15-8371";670986;1810
"4281";"579-31-3676";864429;6696
"4282";"109-36-6182";0;7096
"4283";"556-38-6687";836269;24214
"4284";"989-63-3948";0;12264
"4285";"537-71-7335";0;1317
"4286";"431-30-1796";0;15227
"4287";"157-25-5862";522577;4009
"4288";"277-85-2443";0;8646
"4289";"917-34-9364";666301;5211
"4290";"777-56-3577";786656;25079
"4291";"238-88-1774";801493;16241
"4292";"792-13-8976";0;17243
"4293";"247-65-4564";0;9754
"4294";"829-81-4142";0;10363
"4295";"140-79-5028";211535;6733
"4296";"287-16-1439";0;6108
"4297";"634-34-3726";0;24908
"4298";"901-42-8091";0;11258
"4299";"331-25-4742";0;21294
"4300";"965-93-7914";0;13983
"4301";"480-98-8579";0;23064
"4302";"601-47-9215";0;6560
"4303";"713-46-7576";753419;2144
"4304";"544-85-9326";891395;1276
"4305";"836-12-3660";0;10993
"4306";"885-24-9605";0;3316
"4307";"918-21-5145";0;3209
"4308";"509-78-9266";0;1842
"4309";"253-61-8724";0;16743
"4310";"626-62-2381";0;4544
"4311";"806-83-2059";164610;11140
"4312";"588-75-8951";0;5912
"4313";"108-62-1300";0;2034
"4314";"976-34-8528";0;9614
"4315";"310-42-8825";0;9466
"4316";"196-53-7865";565205;8840
"4317";"856-21-1944";0;9525
"4318";"267-69-3002";589847;15271
"4319";"214-47-2277";0;5381
"4320";"263-13-8738";0;3337
"4321";"868-80-7413";0;6985
"4322";"729-56-4519";0;19896
"4323";"934-95-7537";349312;14421
"4324";"420-44-1942";0;8521
"4325";"729-88-7138";0;5082
"4326";"698-43-6641";972380;6255
"4327";"430-30-9103";371165;29310
"4328";"704-12-1377";0;15740
"4329";"731-78-1388";0;3406
"4330";"473-18-3984";0;7364
"4331";"964-34-2937";0;4340
"4332";"652-44-4222";384300;6902
"4333";"149-71-7962";0;13085
"4334";"812-82-2060";0;4240
"4335";"801-30-1073";0;12920
"4336";"572-98-1709";0;11611
"4337";"116-97-5792";592076;3915
"4338";"721-83-5795";0;5605
"4339";"802-52-5164";0;6433
"4340";"231-58-4006";696202;7359
"4341";"946-95-8226";0;4161
"4342";"972-96-7378";0;11003
"4343";"255-17-5169";520421;2015
"4344";"137-17-6904";0;12675
"4345";"245-58-9104";685105;4101
"4346";"281-51-3327";0;2641
"4347";"685-40-2379";0;4074
"4348";"607-34-7268";459071;6274
"4349";"730-63-4656";0;6215
"4350";"168-54-6176";0;18997
"4351";"223-11-1632";0;6425
"4352";"490-65-2375";0;2939
"4353";"450-43-6534";196285;6864
"4354";"689-90-4701";0;11303
"4355";"254-27-2920";0;8338
"4356";"172-44-9602";0;2986
"4357";"224-98-1396";0;7810
"4358";"349-92-5137";881434;5140
"4359";"897-66-9875";0;13766
"4360";"267-67-9366";0;7616
"4361";"453-77-4410";0;2265
"4362";"952-84-7971";0;19926
"4363";"627-16-1778";0;15710
"4364";"371-76-1403";416646;8349
"4365";"301-98-7456";0;8851
"4366";"306-34-1646";0;22592
"4367";"237-83-8879";188646;5505
"4368";"254-82-3174";0;2589
"4369";"324-23-7245";0;26758
"4370";"831-95-6830";730266;8895
"4371";"841-41-2556";341025;4165
"4372";"479-84-3358";680228;27704
"4373";"281-64-3165";0;8044
"4374";"736-74-5390";0;13397
"4375";"857-96-5951";434453;10830
"4376";"848-30-3656";0;25791
"4377";"328-10-1492";0;21050
"4378";"817-65-2935";585670;16585
"4379";"944-67-1032";0;4337
"4380";"362-99-6807";242000;3253
"4381";"750-80-6686";0;7361
"4382";"169-93-2966";0;689
"4383";"463-64-2644";0;20209
"4384";"200-29-1263";526548;6528
"4385";"684-70-7597";430488;13454
"4386";"237-69-2873";196365;16626
"4387";"190-76-9799";358407;13114
"4388";"703-65-2909";0;3690
"4389";"448-87-4194";0;19901
"4390";"812-25-3040";1074602;6692
"4391";"689-89-2471";0;22359
"4392";"936-56-1287";0;23021
"4393";"616-60-2682";0;4063
"4394";"951-75-2867";0;18647
"4395";"274-16-9920";0;4991
"4396";"138-42-9175";0;21049
"4397";"541-92-1620";0;1351
"4398";"498-23-7607";0;1886
"4399";"376-25-3323";0;3400
"4400";"507-18-9955";738121;1783
"4401";"765-25-9175";0;5193
"4402";"241-96-4783";0;2524
"4403";"245-14-3259";762566;28048
"4404";"925-11-7002";0;23563
"4405";"422-83-1078";0;12270
"4406";"410-89-8305";0;21009
"4407";"854-25-9588";0;7872
"4408";"602-80-8536";376471;2894
"4409";"485-35-8953";0;5021
"4410";"142-26-6717";955559;7515
"4411";"891-82-2194";0;4490
"4412";"250-14-7166";330657;4698
"4413";"359-50-1099";538183;2891
"4414";"973-30-9348";327878;14182
"4415";"573-95-6737";0;5864
"4416";"121-50-3073";95923;9333
"4417";"290-36-2234";0;3454
"4418";"697-49-3493";0;4762
"4419";"296-65-6990";0;8466
"4420";"566-35-5830";855073;9264
"4421";"905-54-7089";0;11476
"4422";"497-16-4142";0;1792
"4423";"885-62-7410";243619;12979
"4424";"196-43-4661";433339;24960
"4425";"762-77-2364";0;3981
"4426";"986-39-8397";272019;19088
"4427";"770-46-1292";0;15716
"4428";"779-93-5996";176505;526
"4429";"456-16-3666";0;11316
"4430";"928-50-6514";0;1743
"4431";"397-12-3940";0;5697
"4432";"662-61-2538";0;4954
"4433";"509-52-2566";342398;4740
"4434";"807-22-3542";0;11262
"4435";"296-17-6876";0;3820
"4436";"512-53-4647";138618;4931
"4437";"604-25-8102";0;5476
"4438";"100-21-6044";323898;6210
"4439";"935-39-3353";0;13480
"4440";"774-46-3130";0;7464
"4441";"892-60-9042";0;18708
"4442";"650-87-4491";433412;3974
"4443";"207-38-3429";265126;18205
"4444";"562-31-6632";0;8337
"4445";"217-28-2603";0;16677
"4446";"117-10-2179";0;13328
"4447";"860-39-2376";0;5421
"4448";"363-22-2900";400577;9791
"4449";"457-78-3177";0;5301
"4450";"906-35-7497";0;4184
"4451";"824-70-9022";320459;7195
"4452";"728-13-9423";0;7081
"4453";"131-76-7393";452164;11011
"4454";"626-61-6666";0;15728
"4455";"547-61-6453";0;36934
"4456";"307-79-6865";0;4679
"4457";"960-63-9904";0;5277
"4458";"596-99-8915";0;5387
"4459";"823-43-5152";0;24501
"4460";"650-61-7793";0;12794
"4461";"822-23-3966";0;6055
"4462";"120-80-3604";0;947
"4463";"822-72-4040";446315;1089
"4464";"823-89-4261";0;12465
"4465";"189-53-3569";536428;1792
"4466";"774-99-2886";0;11181
"4467";"769-21-3232";0;25082
"4468";"823-76-3199";0;15702
"4469";"194-65-9644";210903;10745
"4470";"312-56-5365";0;973
"4471";"237-50-5119";627488;19033
"4472";"638-35-7595";0;21366
"4473";"169-56-7238";0;20241
"4474";"525-90-9678";0;3035
"4475";"963-54-3329";589965;1767
"4476";"493-29-6580";0;4405
"4477";"750-30-1310";0;7263
"4478";"281-82-1414";615710;1752
"4479";"977-61-6499";0;6555
"4480";"954-41-2628";0;15189
"4481";"381-35-6800";0;1055
"4482";"381-33-6163";0;5274
"4483";"524-72-8701";0;9856
"4484";"572-26-2484";0;9305
"4485";"928-80-5065";242508;2747
"4486";"306-79-2779";0;25694
"4487";"382-10-2863";0;3464
"4488";"349-10-9998";745729;12339
"4489";"530-11-5785";435965;1607
"4490";"448-64-8947";0;3680
"4491";"790-39-2866";735519;23912
"4492";"136-92-4549";0;2938
"4493";"142-65-6978";620815;7747
"4494";"304-38-5491";0;6492
"4495";"391-43-5266";0;8827
"4496";"289-49-7406";268226;13897
"4497";"864-49-4646";0;13581
"4498";"767-36-7412";0;15450
"4499";"246-95-9619";0;1952
"4500";"421-15-2598";0;4658
"4501";"503-27-7943";394914;8986
"4502";"643-67-6845";362042;4946
"4503";"882-68-4180";442053;2806
"4504";"788-63-5480";0;6301
"4505";"530-30-1415";0;7620
"4506";"958-80-7652";0;1763
"4507";"163-63-7264";0;4210
"4508";"262-28-2610";732067;16140
"4509";"757-82-1987";352739;15614
"4510";"865-60-8116";0;1897
"4511";"499-50-4531";0;9238
"4512";"676-40-7309";0;7452
"4513";"161-43-4367";493696;8558
"4514";"576-43-6299";0;18082
"4515";"983-34-7106";0;3783
"4516";"871-30-4530";0;512
"4517";"379-44-6930";0;9020
"4518";"854-37-6337";191578;16283
"4519";"154-41-3896";435333;7578
"4520";"879-32-6335";0;5727
"4521";"710-34-1754";0;11638
"4522";"918-59-6564";554194;2958
"4523";"525-86-6952";580156;15568
"4524";"918-77-2296";469028;25100
"4525";"832-39-9066";0;3861
"4526";"458-12-9913";0;5815
"4527";"901-31-1778";744873;7960
"4528";"779-55-1542";549424;15755
"4529";"162-40-2605";0;12141
"4530";"373-77-7939";434558;15504
"4531";"667-92-7844";437720;13283
"4532";"460-50-4784";824062;15495
"4533";"859-44-7970";0;9132
"4534";"961-98-5358";0;16820
"4535";"997-46-2375";608492;5616
"4536";"305-40-9095";0;11773
"4537";"555-52-8135";248728;7538
"4538";"124-11-7747";0;3741
"4539";"436-44-5246";0;8121
"4540";"701-11-4700";0;3020
"4541";"582-84-9156";0;9153
"4542";"668-49-6753";0;6296
"4543";"627-83-9814";684255;14020
"4544";"684-27-4131";230986;6429
"4545";"632-81-7658";518650;5621
"4546";"308-59-8462";0;9279
"4547";"518-52-1922";0;13215
"4548";"803-98-3027";334441;2411
"4549";"768-74-9120";0;9496
"4550";"263-76-5166";287835;19852
"4551";"909-75-3383";0;6579
"4552";"735-31-7032";453181;11163
"4553";"460-87-5933";133046;15936
"4554";"418-25-5047";0;5468
"4555";"789-16-2361";0;8658
"4556";"610-34-3918";0;7571
"4557";"177-12-8391";0;5634
"4558";"967-37-5345";0;27625
"4559";"316-75-8671";0;5999
"4560";"916-50-9060";0;7439
"4561";"737-71-8791";475654;5276
"4562";"933-43-1927";0;6410
"4563";"437-67-2672";0;1886
"4564";"677-89-4009";0;6861
"4565";"823-57-2212";337129;1875
"4566";"300-46-5784";310078;7840
"4567";"139-29-1415";0;5888
"4568";"746-75-6633";0;2658
"4569";"798-93-7017";0;3184
"4570";"721-45-6272";0;8478
"4571";"471-33-8239";0;9494
"4572";"731-10-1261";0;10141
"4573";"676-86-3733";0;12593
"4574";"405-60-1547";0;14799
"4575";"929-63-2832";0;22355
"4576";"732-18-7768";266896;4166
"4577";"299-76-9727";241475;12006
"4578";"430-26-6244";229126;15109
"4579";"301-80-4742";0;1601
"4580";"292-73-7986";0;12724
"4581";"592-55-7669";0;33818
"4582";"888-72-5803";0;5114
"4583";"349-33-3106";0;10286
"4584";"223-63-6132";918290;18516
"4585";"979-13-7690";0;8097
"4586";"756-62-6539";0;9995
"4587";"812-87-7227";0;6732
"4588";"965-54-7435";0;3329
"4589";"672-66-1027";553051;8214
"4590";"810-99-6774";584699;8047
"4591";"681-46-1468";0;8103
"4592";"699-93-4908";0;2332
"4593";"436-45-4834";239911;26854
"4594";"148-12-7057";0;4939
"4595";"167-49-3628";152951;7583
"4596";"316-22-1566";0;17589
"4597";"112-69-4502";0;8218
"4598";"215-28-8546";0;10251
"4599";"772-66-7923";430562;6629
"4600";"242-82-7375";0;13929
"4601";"571-19-9569";0;15076
"4602";"689-79-5882";367716;15230
"4603";"375-14-4308";457793;8746
"4604";"225-52-8877";0;3406
"4605";"790-99-6232";732426;9319
"4606";"354-71-1982";0;8731
"4607";"906-70-5672";0;4317
"4608";"712-56-2357";723530;6859
"4609";"459-35-6758";0;1897
"4610";"798-60-3156";381609;12520
"4611";"687-89-7456";0;9341
"4612";"680-82-3647";0;2398
"4613";"990-42-7543";454908;18307
"4614";"449-54-8724";227474;19802
"4615";"602-96-4530";0;16783
"4616";"662-61-7244";744424;1153
"4617";"682-45-5864";0;6280
"4618";"323-60-9569";428803;7092
"4619";"998-50-9635";0;15067
"4620";"967-23-4845";0;10134
"4621";"586-79-6965";0;20600
"4622";"958-22-7382";0;4196
"4623";"569-80-1555";0;6152
"4624";"957-17-1206";0;3233
"4625";"856-90-1581";552801;7487
"4626";"131-94-1625";477110;10287
"4627";"107-92-5410";0;2507
"4628";"823-42-6021";210580;6229
"4629";"643-17-1662";0;12438
"4630";"325-19-9355";0;34535
"4631";"212-90-5250";0;10642
"4632";"800-56-6971";0;8136
"4633";"215-74-9455";0;7033
"4634";"887-40-5008";0;455
"4635";"104-25-9219";0;21363
"4636";"976-84-1985";0;5902
"4637";"192-20-7444";0;5643
"4638";"702-32-4007";411452;6618
"4639";"427-47-6450";0;3919
"4640";"203-20-5004";400052;9360
"4641";"129-63-2882";0;15822
"4642";"724-47-8827";56355;24023
"4643";"718-42-2262";0;12458
"4644";"980-86-2268";0;9769
"4645";"687-19-2099";376942;1050
"4646";"357-43-9475";0;6391
"4647";"168-81-8424";0;6781
"4648";"993-36-8872";0;3290
"4649";"329-78-6980";0;1379
"4650";"206-28-8545";668032;11077
"4651";"360-89-7869";0;9975
"4652";"898-15-6003";0;2583
"4653";"439-90-4556";0;5362
"4654";"965-47-4248";0;15485
"4655";"459-36-4617";0;14671
"4656";"723-13-7926";0;20698
"4657";"235-27-2844";0;10033
"4658";"121-44-7511";0;7542
"4659";"506-33-5508";0;3818
"4660";"132-57-9970";0;10196
"4661";"394-32-3757";0;3897
"4662";"871-76-4114";0;2513
"4663";"639-56-1955";521746;3711
"4664";"594-88-9182";440244;2067
"4665";"221-89-3455";0;6514
"4666";"178-87-3288";0;6349
"4667";"847-32-8639";0;11458
"4668";"185-62-9227";443006;15406
"4669";"941-15-1342";689991;7590
"4670";"543-22-1360";0;12713
"4671";"170-31-2565";0;12735
"4672";"731-31-1329";433935;3568
"4673";"824-57-1359";0;4370
"4674";"269-56-7764";312962;27948
"4675";"889-79-5662";0;8775
"4676";"392-11-7014";0;1553
"4677";"689-25-2494";0;4103
"4678";"254-73-2413";0;15683
"4679";"225-37-5011";0;9464
"4680";"845-95-6779";0;3521
"4681";"426-29-6306";0;11901
"4682";"804-75-3993";299583;5255
"4683";"677-87-4882";0;8092
"4684";"254-51-3317";714391;6005
"4685";"149-62-4620";0;1685
"4686";"249-23-7220";636809;15321
"4687";"432-60-4232";0;4912
"4688";"532-31-6016";0;21999
"4689";"232-38-2009";0;9204
"4690";"909-81-1895";0;1621
"4691";"376-40-8029";535588;3268
"4692";"840-97-2489";482038;16878
"4693";"703-39-1131";0;5638
"4694";"523-77-9507";0;12555
"4695";"727-40-1825";0;11310
"4696";"116-70-8402";0;14300
"4697";"720-45-6292";0;4793
"4698";"144-70-7995";506399;4101
"4699";"629-34-1376";327167;2834
"4700";"643-42-4594";400159;12416
"4701";"641-46-2695";0;1468
"4702";"720-70-7240";0;2576
"4703";"224-83-6411";0;7183
"4704";"486-22-6971";0;19182
"4705";"559-81-5172";0;3417
"4706";"267-64-6964";124754;10233
"4707";"182-71-6960";0;10716
"4708";"543-83-4046";0;4603
"4709";"373-18-8279";0;23734
"4710";"636-80-6962";0;6951
"4711";"804-92-3364";0;7675
"4712";"228-77-1087";0;6346
"4713";"206-70-3635";0;6507
"4714";"567-55-6743";0;18840
"4715";"765-44-2113";778686;5951
"4716";"378-42-6412";0;13889
"4717";"577-60-5915";0;12992
"4718";"918-99-9910";0;6156
"4719";"227-23-2818";0;3455
"4720";"681-84-1586";0;14990
"4721";"671-96-4975";0;24421
"4722";"364-17-1043";394353;7001
"4723";"436-29-7437";0;3577
"4724";"497-14-3976";0;6063
"4725";"140-51-3529";0;7066
"4726";"707-39-9053";0;7808
"4727";"300-13-3421";0;14220
"4728";"726-70-5417";0;5152
"4729";"971-14-5816";0;12099
"4730";"402-96-8664";0;6681
"4731";"283-60-8997";521502;10793
"4732";"653-68-9598";361342;8546
"4733";"837-64-7003";0;4843
"4734";"757-70-3889";536007;3354
"4735";"782-94-1935";806718;1880
"4736";"542-38-3103";466750;6362
"4737";"723-67-4235";0;7487
"4738";"648-86-5992";0;28478
"4739";"830-86-2376";613349;5515
"4740";"620-28-6319";0;10680
"4741";"941-94-2414";340744;8604
"4742";"412-84-8615";504259;6778
"4743";"164-55-4954";0;11817
"4744";"681-20-2864";0;4616
"4745";"196-42-2003";0;24283
"4746";"857-57-1283";441776;2667
"4747";"305-34-3797";0;19472
"4748";"955-13-9955";0;7418
"4749";"184-10-5798";0;7516
"4750";"699-22-7126";0;7529
"4751";"480-73-3271";0;11049
"4752";"533-86-9531";150175;2720
"4753";"554-76-4724";0;6667
"4754";"672-33-2026";0;10376
"4755";"693-19-1430";489817;30638
"4756";"603-22-4534";0;11658
"4757";"822-93-1384";312051;3190
"4758";"704-90-6840";776427;9206
"4759";"396-94-1476";0;10702
"4760";"127-58-6080";0;3210
"4761";"164-35-9393";0;7452
"4762";"989-93-8114";0;5037
"4763";"273-18-4417";722590;2378
"4764";"816-58-6393";0;13463
"4765";"591-82-6517";0;3235
"4766";"874-48-3421";566719;14586
"4767";"516-76-5250";0;12651
"4768";"775-83-1643";268697;634
"4769";"276-11-2386";0;4216
"4770";"255-88-6354";0;4431
"4771";"962-55-6867";0;6531
"4772";"692-61-4641";366081;3278
"4773";"257-97-5799";0;4706
"4774";"218-48-5418";0;5660
"4775";"562-25-4881";0;10137
"4776";"848-76-9090";0;11647
"4777";"717-42-4483";0;2507
"4778";"297-54-5177";0;5141
"4779";"529-78-3588";0;13053
"4780";"968-46-4340";0;16852
"4781";"798-64-9734";0;8552
"4782";"940-27-9334";1155180;24037
"4783";"977-57-1018";0;24089
"4784";"134-76-8959";0;14469
"4785";"966-51-5779";0;11322
"4786";"481-29-5207";0;17676
"4787";"160-98-6400";0;5342
"4788";"406-79-5646";475839;4998
"4789";"323-19-7914";0;7285
"4790";"532-51-5983";0;8925
"4791";"632-44-5760";0;5132
"4792";"862-38-7033";0;14139
"4793";"204-70-1638";0;5779
"4794";"730-97-5703";0;15222
"4795";"592-54-4514";556811;7577
"4796";"916-85-8661";0;2578
"4797";"253-38-3567";489427;5725
"4798";"327-21-8580";0;5994
"4799";"836-17-4838";363799;13399
"4800";"217-66-4002";0;8171
"4801";"588-99-7885";0;5922
"4802";"452-91-1523";0;6237
"4803";"703-50-4354";0;4478
"4804";"418-28-9055";0;11002
"4805";"578-17-1246";0;7406
"4806";"995-75-8989";189523;702
"4807";"387-31-3394";0;8677
"4808";"858-37-3706";787191;9143
"4809";"842-46-4254";0;6405
"4810";"428-14-5636";0;7883
"4811";"546-76-1990";433386;8341
"4812";"983-15-7742";0;5260
"4813";"648-23-4315";402936;15394
"4814";"376-30-6771";0;9778
"4815";"147-61-9612";0;5258
"4816";"101-59-7001";0;8923
"4817";"418-72-4322";0;1106
"4818";"331-69-6944";529512;3249
"4819";"594-21-4647";0;6545
"4820";"526-31-5419";0;23356
"4821";"510-56-2754";394818;8636
"4822";"754-48-1587";0;17049
"4823";"201-43-1298";0;7592
"4824";"982-12-7068";0;13703
"4825";"774-10-9184";0;8633
"4826";"254-59-5988";0;4491
"4827";"512-76-8360";0;13372
"4828";"883-29-9980";0;3807
"4829";"200-86-4523";0;6398
"4830";"967-49-9743";0;5354
"4831";"195-91-5494";0;3671
"4832";"882-41-8769";319086;9433
"4833";"848-30-2563";0;13549
"4834";"249-77-9047";0;3680
"4835";"937-80-9197";455224;7516
"4836";"315-97-1064";0;2940
"4837";"755-55-2883";0;240
"4838";"423-86-7434";0;5035
"4839";"385-91-1374";0;3427
"4840";"602-19-1590";0;10553
"4841";"856-91-5337";480207;5982
"4842";"728-18-7864";0;3271
"4843";"813-16-2696";369816;2117
"4844";"562-78-4745";0;14678
"4845";"799-71-2347";0;10277
"4846";"349-49-7658";0;5812
"4847";"176-80-4214";408627;11476
"4848";"848-31-3392";0;5513
"4849";"571-71-4822";0;3434
"4850";"275-41-3975";451854;16182
"4851";"780-83-7107";740083;1471
"4852";"901-10-9806";473763;2909
"4853";"959-89-3436";591841;285
"4854";"244-71-5642";0;2291
"4855";"137-89-3119";0;3773
"4856";"387-10-9201";0;2797
"4857";"347-77-3338";0;10160
"4858";"265-96-4271";0;22134
"4859";"926-88-3925";0;9477
"4860";"589-30-4695";834310;11160
"4861";"833-25-6093";0;8058
"4862";"571-84-8482";0;15758
"4863";"762-83-2814";0;15789
"4864";"402-57-3823";549528;12151
"4865";"193-92-6744";0;2643
"4866";"285-35-6374";0;13783
"4867";"948-71-4389";0;12303
"4868";"229-24-6229";0;13508
"4869";"378-34-9936";481012;6717
"4870";"718-92-8207";0;6209
"4871";"192-68-9111";0;20816
"4872";"966-57-6648";933353;2600
"4873";"912-87-2249";933979;9471
"4874";"764-76-5769";0;5297
"4875";"601-93-8381";0;5444
"4876";"464-14-5375";0;9217
"4877";"899-52-7748";0;2715
"4878";"125-26-7308";0;19523
"4879";"544-81-8977";0;748
"4880";"525-91-6390";0;7063
"4881";"707-85-6834";0;9971
"4882";"271-56-8027";317803;5235
"4883";"510-73-8732";0;2401
"4884";"651-82-7473";648833;10691
"4885";"758-38-5288";470848;11112
"4886";"506-12-1064";0;5857
"4887";"264-53-8625";332100;10782
"4888";"314-70-9087";0;4951
"4889";"882-41-5750";704379;15057
"4890";"105-75-5408";276630;6603
"4891";"294-68-3558";401396;1491
"4892";"886-74-5740";0;6170
"4893";"138-76-6177";0;3609
"4894";"679-20-4455";596760;16982
"4895";"329-79-4746";0;7070
"4896";"827-56-5160";0;5582
"4897";"195-66-6781";0;10819
"4898";"121-65-3675";466268;12344
"4899";"496-31-9416";460492;2701
